exam_year,question_id,question_type,topic,modality,question_text,description,image_path,correct_answer
Spring2018,Q21,C,Naive Bayes classification (binarized table),screenshot,"We would like to predict whether an airline company is relatively safe or unsafe considering only the data given in Table 4. We will apply a Naive Bayes classifier that assumes independence between the attributes given the class label (the class label is given by safe airlines in black, i.e., O1, O3, O4, O5, O10, and unsafe airlines in red, i.e., O2, O6, O7, O8, O9). Given that an airline company has x2^H = 1, x3^H = 1, x4^H = 1, x5^H = 1 what is the probability that the airline company is considered safe according to the Naive Bayes classifier derived from the data in Table 4?

A. 0
B. 4/625
C. 4/49
D. 1/3",,data/screenshots/Spring2018_Q21.png,C
Spring2018,Q21,C,Naive Bayes classification (binarized table),text_desc,"We would like to predict whether an airline company is relatively safe or unsafe considering only the data given in Table 4. We will apply a Naive Bayes classifier that assumes independence between the attributes given the class label (the class label is given by safe airlines in black, i.e., O1, O3, O4, O5, O10, and unsafe airlines in red, i.e., O2, O6, O7, O8, O9). Given that an airline company has x2^H = 1, x3^H = 1, x4^H = 1, x5^H = 1 what is the probability that the airline company is considered safe according to the Naive Bayes classifier derived from the data in Table 4?

A. 0
B. 4/625
C. 4/49
D. 1/3","Table 4: The first ten observations of the airline safety dataset binarized for attributes x1-x6. Each attribute is binarized as below-or-equal the median (superscript L) or above the median (superscript H); for each attribute exactly one of the L/H columns is 1. Safe (class y=1) observations: O1, O3, O4, O5, O10. Unsafe (class y=0) observations: O2, O6, O7, O8, O9.

        x1L x1H  x2L x2H  x3L x3H  x4L x4H  x5L x5H  x6L x6H
 O1      1   0    1   0    1   0    1   0    1   0    1   0
 O2      0   1    0   1    0   1    0   1    0   1    0   1
 O3      1   0    0   1    1   0    1   0    1   0    1   0
 O4      1   0    1   0    1   0    0   1    0   1    1   0
 O5      0   1    1   0    1   0    1   0    1   0    1   0
 O6      0   1    0   1    0   1    0   1    0   1    0   1
 O7      0   1    1   0    1   0    0   1    0   1    0   1
 O8      1   0    1   0    1   0    1   0    0   1    0   1
 O9      0   1    0   1    1   0    1   0    0   1    0   1
O10      1   0    0   1    0   1    0   1    0   1    1   0",,C
Spring2018,Q22,B,ROC curve matching,screenshot,"We will use x5^L to determine if an airline is safe (considered the positive class) or unsafe (considered the negative class). In Figure 7 are given four different receiver operator characteristic curves (ROC). Which one of the four ROC curves corresponds to using x5^L to determine if an airline is safe (positive class) or unsafe (negative class)?

A. ROC curve 1.
B. ROC curve 2.
C. ROC curve 3.
D. ROC curve 4.",,data/screenshots/Spring2018_Q22.png,A
Spring2018,Q23,B,AdaBoost ensemble classification (boosting rounds),screenshot,"We would like to build a model for classifying whether an airline is safe or not based on the first 10 observations of the airline safety dataset. We will use the resulting classifier obtained by using the AdaBoost algorithm and a logistic regression classifier. The weights of the first four rounds of the AdaBoost procedure are given in Figure 8 and the associated sampling weights used for each round are given in Table 5. How will observation O5 and O6 be classified according to the ensemble classifier obtained by combining the four boosting rounds using the voting procedure defined by the AdaBoost algorithm?

A. Observation O5 and O6 will be tied between safe and unsafe by the AdaBoost classifier.
B. Both observation O5 and O6 will be correctly classified by the AdaBoost classifier.
C. Only one of the two observations O5 and O6 will be correctly classified by the AdaBoost classifier.
D. Neither of the two observations O5 and O6 will be correctly classified by the AdaBoost classifier.",,data/screenshots/Spring2018_Q23.png,B
Spring2018,Q24,B,Identifying classifier type from decision boundary,screenshot,"Four different classifiers are trained on the airline safety data considering only the first 10 observations projected onto the fifth and sixth principal component to determine if an airline is relatively safe or unsafe. The decision boundary for each of the four classifiers is given in Figure 9 when only using as input the data projected onto the fifth (PCA 5) and sixth (PCA 6) principal component, i.e. each method has only these two inputs. Which one of the following statements is correct?

A. Classifier 1 corresponds to a logistic regression classifier, Classifier 2 is a 3-nearest neighbor classifier using Euclidean distance, Classifier 3 is a decision tree classifier, and Classifier 4 corresponds to an artificial neural network (ANN).
B. Classifier 1 is a Naive Bayes classifier based on the use of univariate normal distributions, Classifier 2 is a 3-nearest neighbor classifier, Classifier 3 is a Decision Tree classifier, and Classifier 4 is a 1-nearest neighbor classifier using Euclidean distance.
C. Classifier 1 is a Naive Bayes classifier based on the use of univariate normal distributions, Classifier 2 is a 3-nearest neighbor classifier, Classifier 3 is a 1-nearest neighbor classifier, and Classifier 4 is a Decision Tree classifier.
D. Classifier 1 is a 3-nearest neighbor classifier using Euclidean distance, Classifier 2 is a Naive Bayes classifier based on the use of univariate normal distributions, Classifier 3 is a Decision Tree classifier, and Classifier 4 is a 1-nearest neighbor classifier using Euclidean distance.",,data/screenshots/Spring2018_Q24.png,D
Spring2018,Q25,A,k-means convergence on 1D data,text,"Consider a dataset with eight observations located at {1.0, 1.2, 1.5, 2.0, 2.2, 2.5, 3.0, 3.2}. We will cluster the dataset using the k-means algorithm using k = 3 clusters and initialize the clusters at the locations of the first three observations, i.e. cluster 1 initially located at 1.0, cluster 2 at 1.2 and cluster 3 at 1.5. What will be the converged clustering of the eight observations using the k-means procedure based on Euclidean distance as dissimilarity?

A. {1.0}, {1.2, 1.5}, {2.0, 2.2, 2.5, 3.0, 3.2}
B. {1.0, 1.2}, {1.5}, {2.0, 2.2, 2.5, 3.0, 3.2}
C. {1.0, 1.2, 1.5}, {2.0, 2.2, 2.5}, {3.0, 3.2}
D. {1.0, 1.2, 1.5}, {2.0, 2.2}, {2.5, 3.0, 3.2}",,,A
Spring2018,Q26,B,Decision tree with distance-norm decisions (two-class separation),screenshot,"We will consider the two class classification problem given in Figure 10 in which the goal is to separate red crosses (x) from black plusses (+). Which one of the following procedures based on the decision tree given in Figure 11 will perfectly separate the two classes? (The decision tree in Figure 11 has four decision nodes A, B, C, D: if A true -> Class 1 (x); else go to B; if B true -> Class 1 (x); else go to C; if C true -> Class 2 (+); else go to D; if D true -> Class 2 (+); else Class 1 (x).)

A. A = ||x - [1/2, 1/2]||_1 <= 1/4, B = ||x - [3/4, 1/2]||_2 <= 1/20, C = ||x - [1/4, 1/2]||_inf <= 1/4, D = ||x - [3/16, 9/16]||_2 <= 1/4.
B. A = ||x - [1/2, 1/2]||_1 <= 1/4, B = ||x - [3/4, 1/2]||_2 <= 1/4, C = ||x - [1/4, 1/2]||_inf <= 1/4, D = ||x - [3/16, 9/16]||_2 <= 1/20.
C. A = ||x - [1/2, 1/2]||_inf <= 1/4, B = ||x - [3/4, 1/2]||_1 <= 1/4, C = ||x - [1/4, 1/2]||_2 <= 1/4, D = ||x - [3/16, 9/16]||_2 <= 1/20.
D. A = ||x - [1/2, 1/2]||_inf <= 1/4, B = ||x - [3/4, 1/2]||_2 <= 1/4, C = ||x - [1/4, 1/2]||_1 <= 1/4, D = ||x - [3/16, 9/16]||_2 <= 1/20.",,data/screenshots/Spring2018_Q26.png,D
Spring2018,Q27,B,Identifying clustering method from scatter plots,screenshot,"We will consider a dataset with two features x1 and x2 and 1000 observations that is clustered using three different clustering approaches all based on Euclidean distance as measure of distance. The clustering extracted by each of the three considered approaches are given in Figure 12. Which one of the following statements is correct?

A. Cluster Method 1 corresponds to k-means, Cluster Method 2 corresponds to hierarchical clustering using single linkage, Cluster Method 3 corresponds to hierarchical clustering using complete linkage.
B. Cluster Method 1 corresponds to hierarchical clustering using single linkage, Cluster Method 2 corresponds to k-means, Cluster Method 3 corresponds to hierarchical clustering using complete linkage.
C. Cluster Method 1 corresponds to hierarchical clustering using single linkage, Cluster Method 2 corresponds to hierarchical clustering using complete linkage, Cluster Method 3 corresponds to k-means.
D. Cluster Method 1 corresponds to hierarchical clustering using complete linkage, Cluster Method 2 corresponds to hierarchical clustering using single linkage, Cluster Method 3 corresponds to k-means.",,data/screenshots/Spring2018_Q27.png,C
Spring2019,Q1,B,Boxplots / data exploration,screenshot,"The main dataset used in this exam is the travel review dataset described in Table 1. In Figure 1 is shown a scatter plot of the two attributes x2 and x9 from the travel review dataset and in Figure 2 boxplots of the attributes x2, x7, x8, x9 (not in that order). Which one of the following statements is true?

A. Attribute x2 corresponds to boxplot 3 and x9 corresponds to boxplot 2
B. Attribute x2 corresponds to boxplot 2 and x9 corresponds to boxplot 4
C. Attribute x2 corresponds to boxplot 1 and x9 corresponds to boxplot 4
D. Attribute x2 corresponds to boxplot 2 and x9 corresponds to boxplot 1",,data/screenshots/Spring2019_Q1.png,D
Spring2019,Q2,A,PCA variance explained,text,"A Principal Component Analysis (PCA) is carried out on the travel review dataset in Table 1 based on the attributes x5, x6, x7, x8, x9. The data is standardized by (i) subtracting the mean and (ii) dividing each column by its standard deviation to obtain the standardized data matrix X~. A singular value decomposition is then carried out on the standardized data matrix to obtain the decomposition U S V^T = X~.

V =
[ 0.94  -0.12   0.32  -0.0    0.0 ]
[ 0.01   0.0   -0.02   0.0   -1.0 ]
[-0.01   0.07   0.07   0.99  -0.0 ]
[ 0.11   0.99   0.06  -0.08   0.0 ]
[-0.33  -0.02   0.94  -0.07  -0.02]

S =
[14.14   0.0    0.0    0.0    0.0 ]
[ 0.0   11.41   0.0    0.0    0.0 ]
[ 0.0    0.0    9.46   0.0    0.0 ]
[ 0.0    0.0    0.0    4.19   0.0 ]
[ 0.0    0.0    0.0    0.0    0.17]

Which one of the following statements is true?

A. The variance explained by the first two principal components is greater than 0.815
B. The variance explained by the first principal component is greater than 0.51
C. The variance explained by the last four principal components is less than 0.56
D. The variance explained by the first three principal components is less than 0.9",,,C
Spring2019,Q3,A,PCA projections / sign interpretation,text,"Consider again the PCA analysis for the travel review dataset, in particular the SVD decomposition of X~ in Equation (1). The matrix V (rows correspond to attributes x5, x6, x7, x8, x9) is:

V =
[ 0.94  -0.12   0.32  -0.0    0.0 ]
[ 0.01   0.0   -0.02   0.0   -1.0 ]
[-0.01   0.07   0.07   0.99  -0.0 ]
[ 0.11   0.99   0.06  -0.08   0.0 ]
[-0.33  -0.02   0.94  -0.07  -0.02]

Which one of the following statements is true?

A. An observation with a low value of museums, and a high value of religious will typically have a negative value of the projection onto principal component number 1.
B. An observation with a low value of museums, and a low value of religious will typically have a positive value of the projection onto principal component number 3.
C. An observation with a low value of museums, and a high value of religious will typically have a positive value of the projection onto principal component number 1.
D. An observation with a high value of parks will typically have a positive value of the projection onto principal component number 5.",,,A
Spring2019,Q4,C,Average relative density (KNN outlier),screenshot,"To examine if observation o7 may be an outlier, we will calculate the average relative density using the cityblock distance and the observations given in Table 2 only. We recall that the KNN density and average relative density (ard) for the observation x_i are given by:

density(x_i, K) = 1 / ( (1/K) sum_{x' in N(x_i,K)} d(x_i, x') )
ard(x_i, K) = density(x_i, K) / ( (1/K) sum_{x_j in N(x_i,K)} density(x_j, K) )

where N(x_i, K) is the set of K nearest neighbors of observation x_i excluding the i'th observation, and ard(x_i, K) is the average relative density of x_i using K nearest neighbors. What is the average relative density for observation o7 for K = 2 nearest neighbors?

A. 0.41
B. 1.0
C. 0.51
D. 0.83",,data/screenshots/Spring2019_Q4.png,D
Spring2019,Q4,C,Average relative density (KNN outlier),text_desc,"To examine if observation o7 may be an outlier, we will calculate the average relative density using the cityblock distance and the observations given in Table 2 only. We recall that the KNN density and average relative density (ard) for the observation x_i are given by:

density(x_i, K) = 1 / ( (1/K) sum_{x' in N(x_i,K)} d(x_i, x') )
ard(x_i, K) = density(x_i, K) / ( (1/K) sum_{x_j in N(x_i,K)} density(x_j, K) )

where N(x_i, K) is the set of K nearest neighbors of observation x_i excluding the i'th observation, and ard(x_i, K) is the average relative density of x_i using K nearest neighbors. What is the average relative density for observation o7 for K = 2 nearest neighbors?

A. 0.41
B. 1.0
C. 0.51
D. 0.83","Table 2: Pairwise cityblock distances d(o_i,o_j) = sum_k |x_ik - x_jk| between 10 observations (M=9). Symmetric matrix, rows/cols o1..o10. Classes: C1={o1,o2}, C2={o3,o4,o5}, C3={o6,o7,o8,o9,o10}.

        o1    o2    o3    o4    o5    o6    o7    o8    o9    o10
o1     0.0   2.0   5.7   0.9   2.9   1.8   2.7   3.7   5.3   5.1
o2     2.0   0.0   5.6   2.4   2.5   3.0   3.5   4.3   6.0   6.2
o3     5.7   5.6   0.0   5.0   5.1   4.0   3.3   5.4   1.2   1.8
o4     0.9   2.4   5.0   0.0   2.7   2.1   2.2   3.5   4.6   4.4
o5     2.9   2.5   5.1   2.7   0.0   3.5   3.7   4.0   5.8   5.7
o6     1.8   3.0   4.0   2.1   3.5   0.0   1.7   5.3   3.8   3.7
o7     2.7   3.5   3.3   2.2   3.7   1.7   0.0   4.2   3.1   3.2
o8     3.7   4.3   5.4   3.5   4.0   5.3   4.2   0.0   5.5   6.0
o9     5.3   6.0   1.2   4.6   5.8   3.8   3.1   5.5   0.0   2.1
o10    5.1   6.2   1.8   4.4   5.7   3.7   3.2   6.0   2.1   0.0",,D
Spring2019,Q5,C,KNN leave-one-out error rate,screenshot,"Consider the distances in Table 2 based on 10 observations from the travel review dataset. The class labels C1, C2, C3 (see table caption for details) will be predicted using a k-nearest neighbour classifier based on the distances given in Table 2 (ties are broken in the usual manner by considering the nearest observation from the tied classes). Suppose we use leave-one-out cross validation (i.e. the observation that is being predicted is left out) and a 3-nearest neighbour classifier (i.e. k = 3). What is the error rate computed for all N = 10 observations?

A. error rate = 3/10
B. error rate = 5/10
C. error rate = 6/10
D. error rate = 7/10",,data/screenshots/Spring2019_Q5.png,C
Spring2019,Q5,C,KNN leave-one-out error rate,text_desc,"Consider the distances in Table 2 based on 10 observations from the travel review dataset. The class labels C1, C2, C3 (see table caption for details) will be predicted using a k-nearest neighbour classifier based on the distances given in Table 2 (ties are broken in the usual manner by considering the nearest observation from the tied classes). Suppose we use leave-one-out cross validation (i.e. the observation that is being predicted is left out) and a 3-nearest neighbour classifier (i.e. k = 3). What is the error rate computed for all N = 10 observations?

A. error rate = 3/10
B. error rate = 5/10
C. error rate = 6/10
D. error rate = 7/10","Table 2: Pairwise cityblock distances d(o_i,o_j) = sum_k |x_ik - x_jk| between 10 observations (M=9). Symmetric matrix, rows/cols o1..o10. Classes: C1={o1,o2} (poor), C2={o3,o4,o5} (average), C3={o6,o7,o8,o9,o10} (high).

        o1    o2    o3    o4    o5    o6    o7    o8    o9    o10
o1     0.0   2.0   5.7   0.9   2.9   1.8   2.7   3.7   5.3   5.1
o2     2.0   0.0   5.6   2.4   2.5   3.0   3.5   4.3   6.0   6.2
o3     5.7   5.6   0.0   5.0   5.1   4.0   3.3   5.4   1.2   1.8
o4     0.9   2.4   5.0   0.0   2.7   2.1   2.2   3.5   4.6   4.4
o5     2.9   2.5   5.1   2.7   0.0   3.5   3.7   4.0   5.8   5.7
o6     1.8   3.0   4.0   2.1   3.5   0.0   1.7   5.3   3.8   3.7
o7     2.7   3.5   3.3   2.2   3.7   1.7   0.0   4.2   3.1   3.2
o8     3.7   4.3   5.4   3.5   4.0   5.3   4.2   0.0   5.5   6.0
o9     5.3   6.0   1.2   4.6   5.8   3.8   3.1   5.5   0.0   2.1
o10    5.1   6.2   1.8   4.4   5.7   3.7   3.2   6.0   2.1   0.0",,C
Spring2019,Q6,B,Hierarchical clustering (maximum linkage),screenshot,"A hierarchical clustering is applied to the 10 observations in Table 2 using maximum linkage. Which one of the dendrograms shown in Figure 3 corresponds to the distances given in Table 2?

A. Dendrogram 1
B. Dendrogram 2
C. Dendrogram 3
D. Dendrogram 4",,data/screenshots/Spring2019_Q6.png,B
Spring2019,Q7,B,Jaccard similarity of clusterings,screenshot,"Consider dendrogram 1 from Figure 3. Suppose we apply a cutoff (indicated by the black line) thereby generating three clusters. We wish to compare the quality of this clustering, Q, to the ground-truth clustering, Z, indicated by the colors in Table 2. Recall the Jaccard similarity of the two clusters is

J[Z,Q] = S / ( (1/2) N (N-1) - D )

in the notation of the lecture notes. What is the Jaccard similarity of the two clusterings?

A. J[Z,Q] ~= 0.104
B. J[Z,Q] ~= 0.143
C. J[Z,Q] ~= 0.174
D. J[Z,Q] ~= 0.153",,data/screenshots/Spring2019_Q7.png,B
Spring2019,Q8,C,Classification tree impurity gain (classification error),screenshot,"Suppose we wish to build a classification tree based on Hunt's algorithm where the goal is to predict Resort's rating which can belong to three classes, y = 1, y = 2, y = 3. The number of observations in each of the classes are: n_{y=1} = 263, n_{y=2} = 359, n_{y=3} = 358. We consider binary splits based on the value of x4 of the form x4 < z for two different values of z. In Table 3 we have indicated the number of observations in each of the three classes for different values of z. Suppose we use the classification error as impurity measure, which one of the following statements is true?

A. The impurity gain of the split x4 <= 0.43 is Delta ~= 0.1045
B. The impurity gain of the split x4 <= 0.43 is Delta ~= 0.0898
C. The best split is x4 <= 0.55
D. The impurity gain of the split x4 <= 0.55 is Delta ~= 0.1589",,data/screenshots/Spring2019_Q8.png,B
Spring2019,Q8,C,Classification tree impurity gain (classification error),text_desc,"Suppose we wish to build a classification tree based on Hunt's algorithm where the goal is to predict Resort's rating which can belong to three classes, y = 1, y = 2, y = 3. The number of observations in each of the classes are: n_{y=1} = 263, n_{y=2} = 359, n_{y=3} = 358. We consider binary splits based on the value of x4 of the form x4 < z for two different values of z. In Table 3 we have indicated the number of observations in each of the three classes for different values of z. Suppose we use the classification error as impurity measure, which one of the following statements is true?

A. The impurity gain of the split x4 <= 0.43 is Delta ~= 0.1045
B. The impurity gain of the split x4 <= 0.43 is Delta ~= 0.0898
C. The best split is x4 <= 0.55
D. The impurity gain of the split x4 <= 0.55 is Delta ~= 0.1589","Table 3: Proposed split of the travel review dataset based on attribute x4. Two-way split; for each interval the count of observations of each class label.

           x4 <= 0.43    x4 <= 0.55
y = 1         143           223
y = 2         137           251
y = 3          54           197

(Note: the column x4 <= 0.43 holds counts for the interval x4 <= 0.43; the column x4 <= 0.55 holds counts for the interval x4 <= 0.55. Total observations N = 980; n_{y=1}=263, n_{y=2}=359, n_{y=3}=358.)",,B
Spring2019,Q9,C,Classification tree accuracy,screenshot,"Consider the splits in Table 3. Suppose we build a classification tree considering only the split x4 <= 0.55 and evaluate it on the same data it was trained upon. What is the accuracy?

A. The accuracy is: 0.42
B. The accuracy is: 0.685
C. The accuracy is: 0.338
D. The accuracy is: 0.097",,data/screenshots/Spring2019_Q9.png,A
Spring2019,Q9,C,Classification tree accuracy,text_desc,"Consider the splits in Table 3. Suppose we build a classification tree considering only the split x4 <= 0.55 and evaluate it on the same data it was trained upon. What is the accuracy?

A. The accuracy is: 0.42
B. The accuracy is: 0.685
C. The accuracy is: 0.338
D. The accuracy is: 0.097","Table 3: Proposed split of the travel review dataset based on attribute x4. Two-way split; for each interval the count of observations of each class label.

           x4 <= 0.43    x4 <= 0.55
y = 1         143           223
y = 2         137           251
y = 3          54           197

The two intervals of the split x4 <= 0.55 are {x4 <= 0.55} with counts (223, 251, 197) and its complement {x4 > 0.55} with counts (263-223, 359-251, 358-197) = (40, 108, 161). Total observations N = 980.",,A
Spring2019,Q10,B,ANN decision surface,screenshot,"We will consider an artificial neural network (ANN) trained on the travel review dataset described in Table 1 to predict y from the two attributes x1 and x2. Suppose the neural network takes the form:

f(x, w) = h2( w0_2 + sum_{j=1}^{2} wj_2 * h1( [1 x1 x2] wj_1 ) ).

where the activation functions are selected as h1(x) = sigma(x) (the sigmoid activation function) and h2(x) = x (the linear activation function) and the weights are given as:

w1_1 = [-1.2, -1.3, 0.6]^T,  w2_1 = [-1.0, -0.0, 0.9]^T,
w_2 = [-0.3, 0.5]^T,  w0_2 = 2.2.

Which one of the curves in Figure 5 will then correspond to the function f?

A. ANN output 1
B. ANN output 2
C. ANN output 3
D. ANN output 4",,data/screenshots/Spring2019_Q10.png,D
Spring2019,Q11,B,Multinomial regression decision boundary,screenshot,"Consider again the travel review dataset. We consider a multinomial regression model applied to the dataset projected onto the first two principal directions, giving the two coordinates b1 and b2 for each observation. Multinomial regression then computes the per-class probability by first computing the numbers:

y_hat1 = [1, b1, b2]^T w1,   y_hat2 = [1, b1, b2]^T w2,

and then use the softmax transformation in the form:

P(y = k | x) = exp(y_hat_k) / (1 + sum_{k'=1}^{2} exp(y_hat_k'))   if k <= 2,
P(y = k | x) = 1 / (1 + sum_{k'=1}^{2} exp(y_hat_k'))   if k = 3.

Suppose the resulting decision boundary is as shown in Figure 6, what are the weights?

A. w1 = [-0.77, -5.54, 0.01], w2 = [0.26, -2.09, -0.03]
B. w1 = [0.51, 1.65, 0.01], w2 = [0.1, 3.8, 0.04]
C. w1 = [-0.9, -4.39, -0.0], w2 = [-0.09, -2.45, -0.04]
D. w1 = [-1.22, -9.88, -0.01], w2 = [-0.28, -2.9, -0.01]",,data/screenshots/Spring2019_Q11.png,A
Spring2019,Q12,A,k-means clustering convergence,text,"Consider a small dataset comprised of N = 10 observations

x = [1.0  1.2  1.8  2.3  2.6  3.4  4.0  4.1  4.2  4.6].

Suppose a k-means algorithm is applied to the dataset with K = 3 and using Euclidian distances. The algorithm is initialized with K cluster centers located at

mu1 = 1.8,  mu2 = 3.3,  mu3 = 3.6

What will the location of the cluster centers be after the k-means algorithm has converged?

A. mu1 = 2.05, mu2 = 4, mu3 = 4.3
B. mu1 = 1.58, mu2 = 3.33, mu3 = 4.3
C. mu1 = 1.33, mu2 = 2.77, mu3 = 4.22
D. mu1 = 1.58, mu2 = 3.53, mu3 = 4.4",,,C
Spring2019,Q13,C,Naive Bayes classifier,screenshot,"We again consider the travel review dataset from Table 1 and the N = 10 observations we already encountered in Table 2. The data is processed to produce 9 new, binary features such that f_i = 1 corresponds to a value x_i greater than the median, and we thereby arrive at the N x M = 10 x 9 binary matrix in Table 4. Suppose we train a naive-Bayes classifier to predict the class label y from only the features f2, f4, f5. If for an observation we observe

f2 = 0, f4 = 1, f5 = 0

what is then the probability it has average rating (y = 2) according to the Naive-Bayes classifier?

A. p_NB(y=2 | f2=0, f4=1, f5=0) = 200/533
B. p_NB(y=2 | f2=0, f4=1, f5=0) = 25/79
C. p_NB(y=2 | f2=0, f4=1, f5=0) = 2000/6023
D. p_NB(y=2 | f2=0, f4=1, f5=0) = 125/287",,data/screenshots/Spring2019_Q13.png,A
Spring2019,Q13,C,Naive Bayes classifier,text_desc,"We again consider the travel review dataset from Table 1 and the N = 10 observations we already encountered in Table 2. The data is processed to produce 9 new, binary features such that f_i = 1 corresponds to a value x_i greater than the median, and we thereby arrive at the N x M = 10 x 9 binary matrix in Table 4. Suppose we train a naive-Bayes classifier to predict the class label y from only the features f2, f4, f5. If for an observation we observe

f2 = 0, f4 = 1, f5 = 0

what is then the probability it has average rating (y = 2) according to the Naive-Bayes classifier?

A. p_NB(y=2 | f2=0, f4=1, f5=0) = 200/533
B. p_NB(y=2 | f2=0, f4=1, f5=0) = 25/79
C. p_NB(y=2 | f2=0, f4=1, f5=0) = 2000/6023
D. p_NB(y=2 | f2=0, f4=1, f5=0) = 125/287","Table 4: Binarized version of the travel review dataset. f_i = 1 if feature x_i is greater than the median (else 0). Classes: C1={o1,o2} (poor, y=1), C2={o3,o4,o5} (average, y=2), C3={o6,o7,o8,o9,o10} (high, y=3).

        f1  f2  f3  f4  f5  f6  f7  f8  f9
o1      0   0   0   1   0   0   0   0   0
o2      0   0   0   0   0   0   0   0   1
o3      0   1   1   1   1   1   0   0   0
o4      1   0   0   0   0   0   0   0   0
o5      1   0   0   1   0   0   0   0   0
o6      0   0   1   1   0   0   0   1   0
o7      0   0   1   1   1   0   0   0   0
o8      0   0   0   0   1   0   0   0   0
o9      0   1   1   0   1   0   0   0   0
o10     0   0   1   1   1   0   1   0   0",,A
Spring2019,Q14,C,Association mining / itemset support,screenshot,"Consider the binarized version of the travel review dataset shown in Table 4. The matrix can be considered as representing N = 10 transactions o1, o2, ..., o10 and M = 9 items f1, f2, ..., f9. Which of the following options represents all (non-empty) itemsets with support greater than 0.15 (and only itemsets with support greater than 0.15)?

A. {f1}, {f2}, {f3}, {f4}, {f5}, {f2,f3}, {f2,f5}, {f3,f4}, {f3,f5}, {f4,f5}, {f2,f3,f5}, {f3,f4,f5}
B. {f3}, {f4}, {f5}, {f3,f4}, {f3,f5}
C. {f3}, {f4}, {f5}, {f3,f4}, {f3,f5}, {f4,f5}, {f3,f4,f5}
D. {f1}, {f2}, {f3}, {f4}, {f5}",,data/screenshots/Spring2019_Q14.png,A
Spring2019,Q14,C,Association mining / itemset support,text_desc,"Consider the binarized version of the travel review dataset shown in Table 4. The matrix can be considered as representing N = 10 transactions o1, o2, ..., o10 and M = 9 items f1, f2, ..., f9. Which of the following options represents all (non-empty) itemsets with support greater than 0.15 (and only itemsets with support greater than 0.15)?

A. {f1}, {f2}, {f3}, {f4}, {f5}, {f2,f3}, {f2,f5}, {f3,f4}, {f3,f5}, {f4,f5}, {f2,f3,f5}, {f3,f4,f5}
B. {f3}, {f4}, {f5}, {f3,f4}, {f3,f5}
C. {f3}, {f4}, {f5}, {f3,f4}, {f3,f5}, {f4,f5}, {f3,f4,f5}
D. {f1}, {f2}, {f3}, {f4}, {f5}","Table 4: Binarized version of the travel review dataset. N = 10 transactions (rows o1..o10), M = 9 items f1..f9. f_i = 1 if x_i greater than median (else 0).

        f1  f2  f3  f4  f5  f6  f7  f8  f9
o1      0   0   0   1   0   0   0   0   0
o2      0   0   0   0   0   0   0   0   1
o3      0   1   1   1   1   1   0   0   0
o4      1   0   0   0   0   0   0   0   0
o5      1   0   0   1   0   0   0   0   0
o6      0   0   1   1   0   0   0   1   0
o7      0   0   1   1   1   0   0   0   0
o8      0   0   0   0   1   0   0   0   0
o9      0   1   1   0   1   0   0   0   0
o10     0   0   1   1   1   0   1   0   0",,A
Spring2019,Q15,C,Association rule confidence,screenshot,"We again consider the binary matrix from Table 4 as a market basket problem consisting of N = 10 transactions o1, ..., o10 and M = 9 items f1, ..., f9. What is the confidence of the rule {f2} -> {f3, f4, f5, f6}?

A. The confidence is 3/20
B. The confidence is 1/2
C. The confidence is 1
D. The confidence is 1/10",,data/screenshots/Spring2019_Q15.png,B
Spring2019,Q15,C,Association rule confidence,text_desc,"We again consider the binary matrix from Table 4 as a market basket problem consisting of N = 10 transactions o1, ..., o10 and M = 9 items f1, ..., f9. What is the confidence of the rule {f2} -> {f3, f4, f5, f6}?

A. The confidence is 3/20
B. The confidence is 1/2
C. The confidence is 1
D. The confidence is 1/10","Table 4: Binarized version of the travel review dataset. N = 10 transactions (rows o1..o10), M = 9 items f1..f9. f_i = 1 if x_i greater than median (else 0).

        f1  f2  f3  f4  f5  f6  f7  f8  f9
o1      0   0   0   1   0   0   0   0   0
o2      0   0   0   0   0   0   0   0   1
o3      0   1   1   1   1   1   0   0   0
o4      1   0   0   0   0   0   0   0   0
o5      1   0   0   1   0   0   0   0   0
o6      0   0   1   1   0   0   0   1   0
o7      0   0   1   1   1   0   0   0   0
o8      0   0   0   0   1   0   0   0   0
o9      0   1   1   0   1   0   0   0   0
o10     0   0   1   1   1   0   1   0   0",,B
Spring2019,Q16,A,A-priori algorithm candidate generation,text,"We will again consider the binarized version of the travel review dataset already encountered in Table 4, however, we will now only consider the first M = 4 features f1, f2, f3, f4. We wish to apply the a-priori algorithm (the specific variant encountered in chapter 19 of the lecture notes) to find all itemsets with support greater than epsilon = 0.35. Suppose at iteration k = 2 we know that:

L1 = [ 0 0 1 0 ]
     [ 0 0 0 1 ]

What, in the notation of the lecture notes, is C2?

A. C2 = [0 0 1 1; 1 0 1 0; 0 1 1 0; 0 1 0 1; 1 0 0 1]
B. C2 = [0 0 1 1]
C. C2 = [0 1 1 0]
D. C2 = [1 0 1 0; 1 0 0 1; 0 0 1 1]",,,B
Spring2019,Q17,C,"Similarity measures (cosine, Jaccard, SMC)",screenshot,"Consider the observations in Table 4. We consider these as 9-dimensional binary vectors and wish to compute the pairwise similarity. Which of the following statements are true?

A. Cos(o1, o3) ~= 0.132
B. J(o2, o3) ~= 0.0
C. SMC(o1, o3) ~= 0.268
D. SMC(o2, o4) ~= 0.701",,data/screenshots/Spring2019_Q17.png,B
